@relation 'MainEncodedData-weka.filters.unsupervised.attribute.Reorder-R1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,3-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,5-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,7-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,8-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,8-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,8-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,10-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,10-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,12-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,12-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,12-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,12-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,12-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,12-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,13-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,13-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,12-weka.filters.unsupervised.attribute.Remove-R1,3-10,12-34,44'

@attribute Attrition {0,1}
@attribute PerformanceRating {3,4}
@attribute BusinessTravel {0,1,2}
@attribute Education {1,2,3,4,5}
@attribute EnvironmentSatisfaction {1,2,3,4}
@attribute JobInvolvement {1,2,3,4}
@attribute JobLevel {1,2,3,4,5}
@attribute JobSatisfaction {1,2,3,4}
@attribute NumCompaniesWorked {0,1,2,3,4,5,6,7,8,9}
@attribute OverTime {0,1}
@attribute RelationshipSatisfaction {1,2,3,4}
@attribute TotalWorkingYears numeric
@attribute TrainingTimesLastYear {0,1,2,3,4,5,6}
@attribute WorkLifeBalance {1,2,3,4}
@attribute YearsAtCompany numeric
@attribute YearsSinceLastPromotion numeric
@attribute YearsWithCurrManager numeric
@attribute YearsInCurrentRole numeric

@data
1,3,2,2,2,4,2,3,4,1,4,8,2,3,5,1,3,4
0,4,1,3,4,3,2,4,1,0,3,6,5,3,6,1,4,5
1,3,1,3,4,3,5,1,5,1,4,24,2,3,5,1,4,2
0,3,0,4,1,2,3,1,1,0,2,10,1,3,10,0,9,7
0,3,0,4,4,3,1,4,0,0,1,5,3,3,4,1,2,3
0,3,2,2,1,1,1,4,3,0,1,5,2,3,2,2,0,2
0,3,1,3,2,3,2,3,4,0,1,11,3,2,8,1,1,7
1,3,1,3,4,2,2,1,6,0,3,6,2,2,4,1,2,3
0,3,1,4,2,4,1,4,2,0,3,10,2,3,4,1,3,2
0,3,1,4,4,3,2,1,9,1,2,9,4,3,5,1,4,3
0,3,2,1,3,3,2,4,0,0,2,5,3,3,4,1,1,2
0,3,1,1,4,3,1,1,0,1,2,6,3,2,5,4,3,3
0,3,2,4,1,4,2,1,6,1,4,17,2,3,15,4,12,7
0,3,1,4,3,2,1,1,1,0,3,6,3,3,6,1,3,5
0,3,1,4,1,3,1,4,1,0,2,3,1,2,3,0,2,2
0,4,1,3,4,1,1,3,3,0,3,7,2,3,2,0,2,2
0,4,2,2,3,4,2,2,1,0,4,8,2,3,8,3,7,7
0,3,1,2,3,3,2,1,5,0,2,6,1,3,3,1,2,2
0,3,2,3,2,3,5,4,1,0,2,24,4,2,24,14,9,7
1,4,1,3,3,4,1,1,1,1,3,1,2,3,0,0,0,0
0,3,0,3,3,2,1,2,1,0,3,1,4,3,1,0,0,0
0,4,1,4,4,3,2,3,8,0,2,9,3,3,5,1,4,2
0,3,1,3,3,3,4,3,5,0,4,30,3,3,4,0,3,3
1,3,1,2,2,2,1,1,1,1,4,1,1,3,1,0,0,0
0,3,1,3,3,3,3,3,0,0,4,14,3,4,13,3,7,9
1,3,1,3,1,3,2,1,5,0,3,6,3,3,3,0,2,2
0,3,1,2,3,3,4,4,1,1,3,26,3,2,26,3,0,14
0,3,1,3,3,3,2,2,0,0,1,10,2,3,9,0,5,7
0,4,1,2,3,4,1,3,1,0,3,10,3,3,10,0,7,7
1,3,1,4,4,3,5,2,7,1,4,40,2,3,31,13,8,15
0,3,1,4,4,4,1,3,3,0,3,7,0,3,2,2,2,2
0,3,1,2,4,2,2,4,9,1,4,8,4,3,4,0,2,3
1,3,1,4,3,3,1,3,6,0,4,5,3,2,2,2,1,2
0,3,1,3,3,3,1,2,4,0,2,8,2,3,5,0,4,2
0,3,1,3,3,2,2,3,1,0,3,14,3,3,14,6,8,13
0,3,2,4,1,2,2,3,6,0,4,10,6,3,1,0,0,0
0,4,1,3,3,2,2,4,5,1,2,12,4,2,0,0,0,0
0,3,1,3,2,2,1,3,1,0,4,1,3,3,1,0,0,0
0,3,1,3,2,3,2,2,1,0,4,10,3,2,9,7,8,8
0,3,2,3,1,2,2,1,2,0,3,13,3,2,4,1,2,3
0,3,2,4,3,2,1,4,1,0,3,6,3,3,5,1,3,2
1,3,1,3,3,3,3,4,1,0,1,9,3,4,9,7,7,8
1,3,1,1,3,3,2,4,4,0,3,12,3,2,9,7,3,7
0,4,1,2,2,3,4,1,6,0,3,22,3,3,4,1,0,1
0,3,1,1,3,2,3,4,1,1,2,9,3,3,9,0,8,8
0,4,1,3,3,3,3,3,3,0,2,17,3,4,8,1,6,5
0,4,1,4,2,3,2,2,1,1,1,8,2,3,8,7,5,7
0,3,1,2,3,3,1,4,0,0,3,4,1,1,3,0,2,2
1,3,2,2,3,2,1,3,1,1,1,8,2,3,8,1,7,7
0,3,0,3,4,3,1,4,1,0,3,0,6,2,0,0,0,0
0,3,1,4,1,3,4,3,2,0,3,29,2,2,20,4,17,6
0,3,1,3,4,3,2,2,9,0,4,10,2,2,5,2,3,2
0,3,1,1,1,4,1,1,7,0,3,6,3,2,4,0,1,3
0,4,1,3,1,4,2,1,1,0,1,9,5,3,9,0,8,8
0,3,1,1,3,2,1,1,1,0,4,6,3,2,6,1,1,5
0,3,1,2,2,3,2,4,1,1,4,18,1,2,18,4,11,14
0,3,1,4,2,3,2,4,2,0,3,8,3,2,5,0,3,2
0,3,2,4,2,2,1,4,9,0,2,10,3,2,5,0,3,4
0,3,1,2,1,2,3,4,7,1,4,35,3,3,5,0,4,2
0,3,1,3,4,3,3,1,4,1,3,18,2,3,5,0,2,4
0,3,1,2,3,4,2,3,5,0,3,9,3,2,5,1,3,3
0,4,2,4,3,2,4,4,3,0,3,31,3,3,9,0,0,8
0,3,1,4,4,2,2,3,4,0,4,9,2,3,1,0,0,0
0,3,1,2,2,2,1,4,1,0,4,6,6,3,5,0,4,1
0,4,1,2,4,2,2,4,6,0,1,4,2,1,2,2,2,2
0,4,1,4,1,4,1,4,2,1,3,10,2,2,3,0,2,2
0,3,2,1,2,3,1,4,5,1,4,8,2,3,2,2,2,1
0,4,1,3,1,2,1,1,0,0,3,6,3,3,5,0,3,4
0,3,1,1,3,3,2,1,1,1,4,5,3,3,5,0,3,3
0,4,1,3,4,2,3,3,1,1,2,17,2,3,17,5,15,14
1,3,2,4,4,3,1,2,1,1,1,10,3,2,10,7,8,2
0,3,0,3,4,3,1,4,0,0,2,4,2,3,3,0,2,0
0,3,1,1,3,2,2,1,1,0,1,5,1,4,5,0,3,2
0,3,1,3,3,3,1,1,2,0,2,7,2,3,4,0,2,2
0,3,0,1,1,2,1,4,0,0,4,6,2,2,5,3,4,2
0,3,2,2,2,3,2,2,1,0,4,10,3,3,10,5,3,8
0,3,1,3,2,2,1,2,0,0,4,3,3,3,2,1,2,2
0,3,1,3,3,4,2,4,2,1,2,17,1,2,5,1,3,3
0,3,1,4,4,3,1,4,3,1,2,8,2,3,6,0,2,4
1,3,1,3,2,2,1,3,6,1,3,5,3,3,3,0,2,2
0,3,1,3,1,3,4,4,5,0,3,28,3,3,2,2,2,0
0,3,1,3,4,2,3,2,3,0,1,16,2,3,13,4,8,10
0,3,2,2,3,3,1,4,5,0,2,10,3,3,5,0,0,4
0,3,1,4,4,3,4,4,6,0,3,33,0,3,12,3,8,9
0,3,2,3,4,3,2,4,4,0,2,12,2,2,5,2,2,2
0,4,1,2,3,3,2,4,0,1,1,8,2,3,7,7,7,6
0,3,0,2,1,3,3,2,1,1,4,10,2,3,10,0,9,0
0,3,0,4,1,3,4,1,1,0,4,31,3,3,31,14,7,6
0,3,1,3,4,2,2,4,8,0,3,13,2,3,5,0,4,4
0,3,1,2,4,3,1,2,3,1,3,7,4,4,4,0,3,3
1,4,1,4,1,3,1,4,1,1,3,1,2,1,1,0,1,0
0,3,1,1,1,2,1,4,6,0,3,8,5,3,4,0,3,3
0,3,1,2,2,3,1,1,1,1,4,8,0,3,8,7,1,7
0,3,1,4,1,3,2,4,1,0,2,4,3,3,4,0,2,2
1,3,2,1,4,2,1,4,9,1,4,3,3,2,1,0,0,0
0,4,1,3,1,3,2,2,4,0,3,4,2,4,1,0,0,0
1,3,1,3,3,2,1,3,1,0,4,2,3,2,2,0,2,2
1,3,1,1,4,3,1,4,1,0,1,1,3,2,1,0,0,0
0,3,1,1,3,3,2,4,0,1,1,17,2,2,16,4,11,8
0,3,1,4,4,2,1,4,1,1,1,3,3,2,3,1,2,2
1,3,1,1,2,3,2,3,0,1,1,4,3,4,3,0,2,2
1,3,1,4,2,1,1,4,4,1,3,10,1,2,7,1,0,7
0,3,1,3,3,3,1,3,5,0,2,6,2,3,2,2,2,2
1,4,1,3,4,3,1,1,7,1,4,8,2,1,2,2,2,2
0,3,1,3,2,3,1,3,1,0,3,1,2,3,1,0,0,1
0,3,1,3,2,3,1,2,1,0,2,1,3,3,1,1,0,0
0,3,1,2,3,2,2,3,7,0,1,10,6,3,5,0,3,4
0,3,1,4,3,2,1,1,3,1,2,6,1,3,3,0,2,2
0,3,1,3,3,2,3,2,2,1,4,24,3,3,6,0,4,0
0,3,1,4,2,2,1,3,3,0,2,13,2,4,7,5,2,7
0,4,1,1,4,3,2,4,1,1,4,10,2,1,10,0,7,6
0,3,1,2,1,3,3,2,4,0,3,29,3,2,26,1,7,9
0,3,1,4,4,3,1,3,4,0,1,13,2,2,0,0,0,0
0,3,0,2,4,3,2,3,1,0,4,9,2,2,9,0,0,8
0,3,1,4,2,3,1,4,2,0,3,8,6,3,6,0,1,2
0,3,1,3,4,3,3,1,1,0,2,15,3,3,15,5,11,12
0,4,0,3,3,2,1,2,6,0,3,5,3,3,3,0,2,0
1,3,1,2,3,2,1,2,1,1,3,1,2,3,1,0,0,0
0,3,1,4,1,2,3,2,2,0,2,11,2,2,1,0,0,0
0,3,2,3,3,2,2,1,1,0,2,7,2,3,7,0,7,7
0,3,1,3,4,3,1,1,2,1,3,20,3,3,18,2,17,13
0,4,1,4,3,3,1,3,4,0,3,16,6,3,11,3,9,8
1,3,1,3,4,2,1,2,1,1,2,1,3,4,1,0,0,0
1,3,1,3,1,3,1,1,1,0,2,1,2,3,1,0,0,0
0,3,1,3,4,3,2,4,0,1,3,10,2,1,9,8,5,7
0,3,2,4,4,3,1,2,8,1,4,3,2,3,1,0,0,1
0,3,1,4,3,3,2,1,1,0,3,8,2,4,8,6,3,7
1,3,1,1,3,2,3,4,1,1,1,16,6,3,16,3,7,7
0,3,1,3,2,2,2,4,0,0,1,6,3,3,5,1,4,0
1,3,1,4,1,2,3,3,5,0,3,17,2,1,14,11,7,1
0,3,0,2,3,3,2,2,1,0,2,9,5,2,9,0,8,7
0,3,2,3,3,3,1,4,1,0,2,3,5,3,3,0,2,1
0,3,1,3,3,3,2,3,1,0,2,5,3,3,5,1,0,2
0,3,1,2,4,3,4,4,2,0,2,26,2,2,9,7,8,8
1,4,1,3,4,3,1,3,4,0,1,7,4,3,1,0,0,0
0,3,1,2,3,3,4,3,6,0,3,22,3,4,17,15,2,13
0,3,1,2,3,3,3,3,5,0,1,10,2,4,8,7,7,4
0,3,0,3,3,3,2,4,1,1,2,6,1,3,5,1,3,3
0,3,1,4,4,3,3,4,6,0,2,12,2,3,10,0,8,9
0,3,1,5,1,4,3,3,0,0,4,9,3,3,8,0,7,7
1,3,0,3,2,4,4,2,4,1,4,22,2,2,1,0,0,0
0,3,2,4,3,4,2,3,1,1,3,20,3,4,19,2,7,10
0,3,0,4,1,3,2,4,4,0,4,12,3,3,7,0,7,7
1,4,0,2,3,2,1,1,0,1,1,4,0,3,3,1,2,2
0,3,0,3,4,3,4,3,1,0,4,10,2,3,10,6,0,8
1,4,1,3,4,2,1,1,6,1,3,3,5,3,0,0,0,0
0,3,1,1,2,3,1,4,3,0,1,5,4,3,3,0,2,2
0,3,1,4,4,3,1,4,3,0,4,8,2,3,5,0,2,3
0,4,1,2,4,3,4,4,9,0,3,32,1,2,5,1,3,4
0,3,2,4,3,4,2,2,1,1,1,6,2,3,6,1,2,5
0,3,2,3,1,3,5,3,2,0,2,21,2,4,18,0,11,16
0,3,1,4,3,3,1,2,9,0,2,4,2,3,2,2,2,2
0,3,0,2,4,3,2,1,1,1,3,9,2,3,9,0,8,8
0,3,1,2,4,3,2,4,1,1,3,9,0,3,9,0,7,0
1,3,1,3,1,3,1,3,4,1,2,7,2,3,5,0,1,2
0,3,1,3,4,3,4,3,3,1,4,22,2,3,12,1,5,11
0,3,2,1,3,3,1,3,0,0,2,3,0,2,2,0,2,1
0,3,1,2,4,3,3,3,6,0,2,13,3,3,8,0,7,7
0,3,1,1,4,2,2,3,1,0,2,5,6,3,4,3,2,2
1,4,1,4,3,2,1,2,1,1,4,5,2,1,4,0,2,2
0,3,2,1,3,3,2,1,1,0,3,4,1,3,4,0,3,3
0,3,0,2,2,3,1,4,1,0,4,0,2,3,0,0,0,0
0,3,1,3,3,3,3,3,8,0,3,22,2,3,10,0,8,7
0,3,1,4,3,3,3,3,1,1,3,16,3,2,16,10,1,10
0,3,1,2,2,4,3,1,0,1,3,9,4,2,8,1,7,7
1,3,1,3,4,2,1,1,1,1,1,1,2,3,1,0,0,0
1,3,2,3,2,3,1,2,0,0,1,4,3,3,3,1,2,2
0,3,1,2,4,4,2,4,1,0,2,8,2,3,8,1,3,7
0,3,1,1,2,1,1,1,1,0,1,4,3,2,4,1,1,3
0,3,1,3,1,2,2,3,2,0,4,19,0,3,2,2,2,2
0,3,1,4,3,2,3,3,7,0,2,27,3,3,15,4,8,11
0,3,1,2,4,3,2,3,6,0,2,8,6,3,2,2,1,2
0,3,1,1,4,2,4,4,1,0,3,21,3,3,21,11,8,6
0,3,1,4,1,3,2,4,0,0,2,4,2,3,3,2,2,2
0,4,1,3,2,3,1,4,1,0,1,3,4,2,3,1,2,2
0,3,1,2,4,3,5,3,6,0,2,21,3,4,1,0,0,0
0,3,1,3,1,3,1,4,4,0,2,8,5,3,1,0,0,0
0,3,1,3,3,2,4,4,3,1,1,30,4,3,5,4,3,3
1,3,1,2,1,1,2,2,5,0,1,15,2,1,1,0,0,0
0,3,2,4,3,3,2,2,3,1,4,17,3,3,8,6,7,7
0,4,0,1,2,1,5,3,1,0,2,21,3,3,21,5,10,16
0,3,1,4,2,3,2,4,8,1,3,19,1,3,1,0,0,0
1,3,0,2,2,1,2,1,8,0,4,7,6,3,2,2,2,2
1,3,1,1,1,1,5,4,1,0,4,33,3,3,32,6,9,14
0,3,1,3,4,4,4,4,3,1,3,23,2,3,12,11,11,11
0,3,0,3,4,3,2,3,0,0,1,19,3,3,18,0,13,7
1,3,1,4,3,4,1,1,1,0,3,18,1,3,17,15,14,13
0,3,2,3,4,3,3,1,1,1,3,21,2,3,21,2,8,6
0,3,0,1,2,2,1,4,0,0,4,3,2,2,2,2,2,2
0,3,1,2,4,3,4,4,3,0,2,26,4,4,9,1,1,3
0,3,0,4,4,3,1,3,9,0,2,10,2,3,8,7,7,7
0,3,1,4,2,4,2,4,0,0,4,16,2,2,15,0,9,1
0,3,1,2,2,3,3,4,3,1,3,14,1,1,6,0,4,4
0,3,1,4,2,3,1,2,1,0,1,6,3,3,6,0,4,3
0,3,2,3,3,2,3,2,2,0,1,30,2,3,15,6,12,7
1,3,1,3,1,3,2,3,7,0,2,9,3,2,1,0,0,0
1,3,2,3,1,3,1,1,6,1,2,6,2,3,3,1,2,2
0,3,1,4,3,3,1,3,1,1,4,1,2,3,1,0,0,1
0,4,1,1,4,3,1,2,1,0,2,1,5,3,1,0,0,0
0,3,2,4,3,3,1,3,3,0,1,8,2,3,2,2,2,2
0,3,1,4,2,3,5,3,2,1,4,29,2,2,8,7,7,1
0,3,1,3,4,3,2,2,3,0,1,8,3,2,4,0,1,3
0,3,1,3,3,3,2,1,1,0,2,8,3,2,7,7,5,7
0,3,2,1,1,2,1,3,1,0,3,5,5,3,5,1,3,3
0,3,1,4,4,3,5,4,9,0,4,23,0,3,2,2,2,2
0,3,1,4,3,2,3,3,6,0,2,13,4,3,9,7,0,4
0,3,2,3,1,3,1,3,2,0,2,18,4,3,5,0,3,4
0,3,1,5,4,2,3,4,0,0,2,15,2,2,14,7,8,8
0,3,0,1,3,2,4,1,7,0,2,31,3,4,9,6,2,7
0,3,1,3,3,2,3,4,5,0,3,18,5,3,1,0,0,0
1,3,2,3,4,3,1,4,1,1,2,2,3,3,2,0,2,2
1,3,1,3,3,2,1,1,1,0,1,1,6,2,1,1,0,0
0,4,1,4,4,2,2,1,8,1,1,19,2,3,16,1,7,13
1,3,1,4,1,3,1,3,9,1,3,18,2,4,10,2,7,0
1,3,0,2,2,2,3,1,1,0,1,10,2,2,10,1,9,7
0,3,1,2,1,2,1,1,1,0,1,6,2,3,5,1,3,3
0,3,1,3,3,3,2,1,0,0,3,7,1,2,6,0,2,2
0,3,1,2,2,4,1,3,1,0,3,10,3,3,10,0,8,6
0,3,1,1,3,2,3,3,0,0,1,20,4,2,19,1,9,9
0,4,1,4,1,3,3,4,4,0,4,14,6,3,11,11,1,10
0,3,0,5,1,1,1,3,1,0,4,3,4,3,3,1,2,2
0,3,2,1,4,3,3,2,3,0,2,23,4,3,3,1,2,2
0,3,1,3,3,3,2,3,3,0,4,10,4,4,8,1,7,7
1,3,1,2,2,2,3,1,9,0,4,24,1,3,20,3,6,6
0,3,1,3,4,2,3,4,4,0,3,9,2,3,3,1,2,2
1,4,1,3,4,3,3,1,0,1,1,9,2,3,8,4,7,7
1,4,2,4,1,2,2,3,1,0,2,14,4,3,13,3,8,7
0,3,1,2,1,3,1,3,1,0,4,4,5,2,4,2,2,2
0,3,2,1,1,3,2,4,0,0,3,7,1,2,6,0,4,2
0,3,1,4,4,2,2,4,2,1,3,8,5,3,1,0,0,0
1,3,1,1,4,3,1,4,1,1,2,7,3,4,7,5,6,7
1,4,1,3,1,3,1,3,1,0,3,1,0,2,1,0,0,1
1,4,1,3,1,2,1,2,4,1,2,5,0,3,2,2,2,2
0,3,1,2,4,3,4,1,0,0,4,23,3,3,22,13,7,6
1,3,2,3,1,2,1,2,1,0,1,1,2,3,1,0,0,0
1,3,2,4,4,3,2,3,3,1,4,5,4,3,0,0,0,0
0,3,2,3,4,3,2,2,0,0,3,4,3,3,3,0,2,2
0,3,0,4,3,2,1,4,3,0,4,6,2,3,0,0,0,0
0,4,0,4,1,4,4,4,2,0,3,27,3,2,5,2,1,4
0,3,0,4,2,2,2,3,1,0,4,15,2,3,15,4,12,10
0,3,1,4,2,3,3,2,7,0,4,18,4,3,8,4,0,6
0,3,1,4,3,2,3,3,0,1,2,9,2,3,8,2,7,7
0,4,1,4,3,3,1,4,4,0,1,11,1,3,7,1,7,5
0,3,1,3,4,3,3,2,0,0,2,10,3,2,9,1,7,7
0,3,1,1,1,3,4,3,3,0,4,23,3,3,12,4,9,9
0,3,1,2,4,3,3,2,7,0,3,10,2,3,1,0,0,0
0,3,2,3,3,3,3,1,8,0,3,18,1,3,8,0,1,7
1,3,2,3,1,3,4,4,7,0,4,21,4,3,18,11,5,7
0,3,1,3,3,2,5,3,1,0,1,21,2,4,20,4,9,7
0,3,1,1,4,2,1,2,1,1,3,2,6,4,2,2,2,2
0,3,0,3,3,3,2,2,9,0,3,9,2,2,5,0,3,4
0,4,0,4,1,3,2,4,2,0,1,18,0,3,11,0,9,9
0,3,2,3,3,4,1,4,0,0,1,3,4,3,2,2,2,2
0,3,1,1,1,2,1,2,0,0,1,6,2,1,5,0,4,3
0,3,2,2,4,3,2,4,1,0,4,5,3,3,5,0,2,2
0,3,1,4,4,2,4,2,6,0,2,22,3,3,9,2,3,8
0,3,2,2,4,3,2,3,2,0,4,5,3,2,3,0,2,2
0,3,2,3,4,3,1,2,0,0,4,8,2,2,7,1,1,5
0,3,1,3,2,1,2,4,4,0,1,16,3,3,1,0,0,0
0,3,1,1,2,2,2,4,1,1,3,10,2,2,10,1,2,7
0,3,1,3,3,4,1,3,1,0,4,7,2,4,7,5,0,6
0,3,2,3,3,2,1,3,1,1,4,3,2,3,3,0,2,1
1,3,0,1,3,3,1,3,1,0,4,0,0,3,0,0,0,0
1,3,1,4,1,3,2,1,0,1,1,6,3,3,5,0,3,2
0,3,1,4,2,3,1,4,3,1,1,6,4,3,1,0,0,0
1,3,2,3,3,3,1,3,1,0,3,2,5,2,2,2,2,2
0,3,1,2,3,2,2,4,7,0,3,9,2,3,6,1,3,2
0,3,1,3,4,2,1,3,1,0,3,4,0,3,4,2,2,2
0,4,1,1,2,3,2,3,1,0,1,6,3,2,6,1,3,5
0,3,1,4,3,3,1,3,1,0,2,6,2,1,5,1,4,4
1,3,1,1,4,2,3,1,1,0,1,11,3,1,11,3,10,8
0,3,2,4,2,3,3,3,9,0,3,20,3,2,18,2,13,7
1,3,2,3,3,3,4,1,0,1,2,22,2,2,21,13,14,9
0,3,1,4,2,3,2,1,7,0,4,9,3,4,6,1,5,4
0,3,1,4,4,2,1,3,6,0,2,10,2,3,8,1,7,0
0,4,1,3,4,3,1,2,8,0,4,6,2,3,4,1,2,3
1,3,1,1,3,3,1,4,1,1,4,1,4,2,1,0,0,1
0,4,1,4,1,4,1,4,1,0,2,8,2,3,8,0,7,7
0,3,1,3,3,2,2,3,1,0,1,10,3,3,10,1,4,3
0,3,2,2,3,2,2,4,3,1,4,16,3,1,1,0,0,1
0,3,1,3,3,2,3,2,2,0,2,15,2,4,7,6,4,7
0,4,2,3,4,2,2,1,0,0,3,14,3,3,13,4,9,9
0,3,2,4,4,2,1,4,1,0,2,2,2,4,2,2,2,2
1,3,1,3,1,1,2,3,8,0,2,7,2,2,4,1,3,3
0,3,0,1,3,3,1,1,1,0,3,1,3,3,1,0,0,0
0,3,1,4,4,3,5,1,4,0,4,28,2,3,5,4,2,2
0,3,1,1,2,3,1,4,1,0,1,10,5,3,10,0,8,8
0,4,1,2,3,3,1,1,1,0,3,1,4,3,1,0,0,1
0,3,1,3,1,3,1,3,4,1,3,7,2,2,3,0,2,2
0,3,1,3,4,2,2,4,1,0,2,14,2,2,14,3,11,8
0,3,1,3,1,2,1,3,1,0,1,2,2,2,2,1,2,2
1,3,1,4,3,3,1,3,1,1,3,6,4,3,6,0,2,4
0,3,1,2,4,3,5,3,3,0,2,26,6,3,7,4,7,7
0,3,1,1,2,1,1,4,0,1,1,6,2,2,5,1,3,4
1,3,2,4,3,2,1,4,0,1,2,1,5,3,0,0,0,0
0,4,1,3,3,3,4,1,8,0,1,28,2,3,26,15,9,15
0,3,0,3,4,1,1,3,2,0,4,6,3,3,0,0,0,0
0,3,1,3,2,3,1,3,1,0,4,5,2,3,5,1,4,4
1,3,0,2,1,2,1,1,6,0,1,5,2,1,1,0,0,0
0,3,1,4,3,3,2,1,8,0,3,8,3,3,4,0,3,3
0,3,2,4,2,3,2,2,5,0,4,5,2,3,0,0,0,0
0,4,2,3,4,3,4,1,2,0,3,32,3,3,2,2,2,2
0,3,1,4,4,2,1,1,1,0,3,6,2,3,6,3,3,5
0,3,1,2,4,3,5,2,5,0,1,25,2,3,4,0,3,2
0,3,1,4,3,3,2,1,3,1,4,15,2,3,7,1,7,7
1,3,1,2,4,3,1,2,1,0,1,1,3,1,1,0,0,0
0,3,2,3,2,3,2,3,1,0,1,10,3,2,10,0,1,7
0,3,1,4,3,1,1,3,1,0,3,7,4,3,7,1,7,7
0,3,1,4,3,3,2,3,1,0,1,10,4,2,10,8,9,7
0,4,1,4,4,3,2,4,1,0,2,20,3,3,20,13,17,11
0,3,1,3,3,4,1,4,1,0,4,2,2,3,2,2,2,1
0,3,1,4,4,3,2,4,2,0,3,12,3,2,6,1,4,3
0,3,0,5,4,4,2,1,7,0,1,10,3,4,4,0,3,3
0,3,1,4,2,4,2,4,0,1,2,12,3,3,11,1,9,7
0,4,2,3,3,2,1,2,1,0,3,2,2,3,2,2,2,2
0,3,2,2,4,3,2,3,4,1,4,10,2,3,8,0,7,7
0,4,1,3,3,1,3,1,2,1,3,17,2,3,7,7,7,7
0,3,1,3,1,3,1,4,0,0,2,15,5,3,14,4,10,10
