,Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
737,41,0,1,549,7,2,1,1025,4,42,3,2,3,5003,23371,6,0,14,3,2,0,8,6,3,2,2,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
738,39,0,1,466,1,1,1,1026,4,65,2,4,4,12742,7060,1,0,16,3,3,1,21,3,3,21,6,11,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
739,27,0,1,1055,2,4,1,1027,1,47,3,2,4,4227,4658,0,0,18,3,2,1,4,2,3,3,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
740,35,0,1,802,10,3,1,1028,2,45,3,1,4,3917,9541,1,0,20,4,1,1,3,4,2,3,2,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
741,42,0,1,265,5,2,1,1029,4,90,3,5,3,18303,7770,6,0,13,3,2,0,21,3,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
742,50,0,1,804,9,3,1,1030,1,64,3,1,4,2380,20165,4,0,18,3,2,0,8,5,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
743,59,0,1,715,2,3,1,1032,3,69,2,4,4,13726,21829,3,1,13,3,1,0,30,4,3,5,3,4,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
744,37,1,1,1141,11,2,1,1033,1,61,1,2,2,4777,14382,5,0,15,3,1,0,15,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
745,55,0,2,135,18,4,1,1034,3,62,3,2,2,6385,12992,3,1,14,3,4,2,17,3,3,8,7,6,7,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
746,41,0,0,247,7,1,1,1035,2,55,1,5,3,19973,20284,1,0,22,4,2,2,21,3,3,21,16,5,10,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
747,38,0,1,1035,3,4,1,1036,2,42,3,2,4,6861,4981,8,1,12,3,3,0,19,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
748,26,1,0,265,29,2,1,1037,2,79,1,2,1,4969,21813,8,0,18,3,4,0,7,6,3,2,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
749,52,1,1,266,2,1,1,1038,1,57,1,5,4,19845,25846,1,0,15,3,4,1,33,3,3,32,14,6,9,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
750,44,0,1,1448,28,3,1,1039,4,53,4,4,4,13320,11737,3,1,18,3,3,1,23,2,3,12,11,11,11,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
751,50,0,0,145,1,3,1,1040,4,95,3,2,3,6347,24920,0,0,12,3,1,1,19,3,3,18,7,0,13,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
752,36,1,1,885,16,4,1,1042,3,43,4,1,1,2743,8269,1,0,16,3,3,0,18,1,3,17,13,15,14,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
753,39,0,2,945,22,3,1,1043,4,82,3,3,1,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
754,33,0,0,1038,8,1,1,1044,2,88,2,1,4,2342,21437,0,0,19,3,4,0,3,2,2,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
755,45,0,1,1234,11,2,1,1045,4,90,3,4,4,17650,5404,3,0,13,3,2,1,26,4,4,9,3,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
756,32,0,0,1109,29,4,1,1046,4,69,3,1,3,4025,11135,9,0,12,3,2,0,10,2,3,8,7,7,7,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
757,34,0,1,216,1,4,1,1047,2,75,4,2,4,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
758,59,0,1,1089,1,2,1,1048,2,66,3,3,4,11904,11038,3,1,14,3,3,1,14,1,1,6,4,0,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
759,45,0,1,788,24,4,1,1049,2,36,3,1,2,2177,8318,1,0,16,3,1,0,6,3,3,6,3,0,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
760,53,0,2,124,2,3,1,1050,3,38,2,3,2,7525,23537,2,0,12,3,1,1,30,2,3,15,7,6,12,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
761,36,1,1,660,15,3,1,1052,1,81,3,2,3,4834,7858,7,0,14,3,2,1,9,3,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
762,26,1,2,342,2,3,1,1053,1,57,3,1,1,2042,15346,6,1,14,3,2,1,6,2,3,3,2,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
763,34,0,1,1333,10,4,1,1055,3,87,3,1,3,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
764,28,0,1,1144,10,1,1,1056,4,74,3,1,2,1052,23384,1,0,22,4,2,0,1,5,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
765,38,0,2,1186,3,4,1,1060,3,44,3,1,3,2821,2997,3,0,16,3,1,1,8,2,3,2,2,2,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
766,50,0,1,1464,2,4,1,1061,2,62,3,5,3,19237,12853,2,1,11,3,4,1,29,2,2,8,1,7,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
767,37,0,1,124,3,3,1,1062,4,35,3,2,2,4107,13848,3,0,15,3,1,0,8,3,2,4,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
768,40,0,1,300,26,3,1,1066,3,74,3,2,1,8396,22217,1,0,14,3,2,1,8,3,2,7,7,7,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
769,26,0,2,921,1,1,1,1068,1,66,2,1,3,2007,25265,1,0,13,3,3,2,5,5,3,5,3,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
770,46,0,1,430,1,4,1,1069,4,40,3,5,4,19627,21445,9,0,17,3,4,2,23,0,3,2,2,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
771,54,0,1,1082,2,4,1,1070,3,41,2,3,3,10686,8392,6,0,11,3,2,1,13,4,3,9,4,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
772,56,0,2,1240,9,3,1,1071,1,63,3,1,3,2942,12154,2,0,19,3,2,1,18,4,3,5,4,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
773,36,0,1,796,12,5,1,1073,4,51,2,3,4,8858,15669,0,0,11,3,2,0,15,2,2,14,8,7,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
774,55,0,0,444,2,1,1,1074,3,40,2,4,1,16756,17323,7,0,15,3,2,0,31,3,4,9,7,6,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
775,43,0,1,415,25,3,1,1076,3,79,2,3,4,10798,5268,5,0,13,3,3,1,18,5,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
776,20,1,2,769,9,3,1,1077,4,54,3,1,4,2323,17205,1,1,14,3,2,0,2,3,3,2,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
777,21,1,1,1334,10,3,1,1079,3,36,2,1,1,1416,17258,1,0,13,3,1,0,1,6,2,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
778,46,0,1,1003,8,4,1,1080,4,74,2,2,1,4615,21029,8,1,23,4,1,3,19,2,3,16,13,1,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
779,51,1,1,1323,4,4,1,1081,1,34,3,1,3,2461,10332,9,1,12,3,3,3,18,2,4,10,0,2,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
780,28,1,0,1366,24,2,1,1082,2,72,2,3,1,8722,12355,1,0,12,3,1,0,10,2,2,10,7,1,9,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
781,26,0,1,192,1,2,1,1083,1,59,2,1,1,3955,11141,1,0,16,3,1,2,6,2,3,5,3,1,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
782,30,0,1,1176,20,3,1,1084,3,85,3,2,1,9957,9096,0,0,15,3,3,1,7,1,2,6,2,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
783,41,0,1,509,7,2,1,1085,2,43,4,1,3,3376,18863,1,0,13,3,3,0,10,3,3,10,6,0,8,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
784,38,0,1,330,17,1,1,1088,3,65,2,3,3,8823,24608,0,0,18,3,1,1,20,4,2,19,9,1,9,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
785,40,0,1,1492,20,4,1,1092,1,61,3,3,4,10322,26542,4,0,20,4,4,1,14,6,3,11,10,11,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
786,27,0,0,1277,8,5,1,1094,1,87,1,1,3,4621,5869,1,0,19,3,4,3,3,4,3,3,2,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
787,55,0,2,1091,2,1,1,1096,4,65,3,3,2,10976,15813,3,0,18,3,2,1,23,4,3,3,2,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
788,28,0,1,857,10,3,1,1097,3,59,3,2,3,3660,7909,3,0,13,3,4,0,10,4,4,8,7,1,7,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
789,44,1,1,1376,1,2,1,1098,2,91,2,3,1,10482,2326,9,0,14,3,4,1,24,1,3,20,6,3,6,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
790,33,0,1,654,5,3,1,1099,4,34,2,3,4,7119,21214,4,0,15,3,3,1,9,2,3,3,2,1,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
791,35,1,1,1204,4,3,1,1100,4,86,3,3,1,9582,10333,0,1,22,4,1,0,9,2,3,8,7,4,7,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
792,33,1,2,827,29,4,1,1101,1,54,2,2,3,4508,3129,1,0,22,4,2,0,14,4,3,13,7,3,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
793,28,0,1,895,15,2,1,1102,1,50,3,1,3,2207,22482,1,0,16,3,4,1,4,5,2,4,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
794,34,0,2,618,3,1,1,1103,1,45,3,2,4,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
795,37,0,1,309,10,4,1,1105,4,88,2,2,4,6694,24223,2,1,14,3,3,3,8,5,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
796,25,1,1,1219,4,1,1,1106,4,32,3,1,4,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
797,26,1,1,1330,21,3,1,1107,1,37,3,1,3,2377,19373,1,0,20,4,3,1,1,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
798,33,1,1,1017,25,3,1,1108,1,55,2,1,2,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
799,42,0,1,469,2,2,1,1109,4,35,3,4,1,17665,14399,0,0,17,3,4,1,23,3,3,22,6,13,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
800,28,1,2,1009,1,3,1,1111,1,45,2,1,2,2596,7160,1,0,15,3,1,2,1,2,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
801,50,1,2,959,1,4,1,1113,4,81,3,2,3,4728,17251,3,1,14,3,4,0,5,4,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
802,33,0,2,970,7,3,1,1114,4,30,3,2,2,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
803,34,0,0,697,3,4,1,1115,3,40,2,1,4,2979,22478,3,0,17,3,4,3,6,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
804,48,0,0,1262,1,4,1,1116,1,35,4,4,4,16885,16154,2,0,22,4,3,0,27,3,2,5,4,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
805,45,0,0,1050,9,4,1,1117,2,65,2,2,3,5593,17970,1,0,13,3,4,1,15,2,3,15,10,4,12,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
806,52,0,1,994,7,4,1,1118,2,87,3,3,2,10445,15322,7,0,19,3,4,0,18,4,3,8,6,4,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
807,38,0,1,770,10,4,1,1119,3,73,2,3,3,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
808,29,0,1,1107,28,4,1,1120,3,93,3,1,4,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
809,28,0,1,950,3,3,1,1121,4,93,3,3,2,7655,8039,0,0,17,3,2,3,10,3,2,9,7,1,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
810,46,0,1,406,3,1,1,1124,1,52,3,4,3,17465,15596,3,0,12,3,4,1,23,3,3,12,9,4,9,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
811,38,0,1,130,2,2,1,1125,4,32,3,3,2,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
812,43,0,2,1082,27,3,1,1126,3,83,3,3,1,10820,11535,8,0,11,3,3,1,18,1,3,8,7,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
813,39,1,2,203,2,3,1,1127,1,84,3,4,4,12169,13547,7,0,11,3,4,3,21,4,3,18,7,11,5,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
814,40,0,1,1308,14,3,1,1128,3,44,2,5,3,19626,17544,1,0,14,3,1,0,21,2,4,20,7,4,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
815,21,0,1,984,1,1,1,1131,4,70,2,1,2,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
816,39,0,0,439,9,3,1,1132,3,70,3,2,2,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
817,36,0,0,217,18,4,1,1133,1,78,3,2,4,7779,23238,2,0,20,4,1,0,18,0,3,11,9,0,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
818,31,0,2,793,20,3,1,1135,3,67,4,1,4,2791,21981,0,0,12,3,1,1,3,4,3,2,2,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
819,28,0,1,1451,2,1,1,1136,1,67,2,1,2,3201,19911,0,0,17,3,1,0,6,2,1,5,3,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
820,35,0,2,1182,11,2,1,1137,4,54,3,2,4,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
821,49,0,1,174,8,4,1,1138,4,56,2,4,2,13120,11879,6,0,17,3,2,1,22,3,3,9,8,2,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
822,34,0,2,1003,2,2,1,1140,4,95,3,2,3,4033,15834,2,0,11,3,4,0,5,3,2,3,2,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
823,29,0,2,490,10,3,1,1143,4,61,3,1,2,3291,17940,0,0,14,3,4,2,8,2,2,7,5,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
824,42,0,1,188,29,3,1,1148,2,56,1,2,4,4272,9558,4,0,19,3,1,0,16,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
825,29,0,1,718,8,1,1,1150,2,79,2,2,4,5056,17689,1,1,15,3,3,1,10,2,2,10,7,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
826,38,0,1,433,1,3,1,1152,3,37,4,1,3,2844,6004,1,0,13,3,4,1,7,2,4,7,6,5,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
827,28,0,2,773,6,3,1,1154,3,39,2,1,3,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
828,18,1,0,247,8,1,1,1156,3,80,3,1,3,1904,13556,1,0,12,3,4,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
829,33,1,1,603,9,4,1,1157,1,77,3,2,1,8224,18385,0,1,17,3,1,0,6,3,3,5,2,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
830,41,0,1,167,12,4,1,1158,2,46,3,1,4,4766,9051,3,1,11,3,1,1,6,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
831,31,1,2,874,15,3,1,1160,3,72,3,1,3,2610,6233,1,0,12,3,3,1,2,5,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
832,37,0,1,367,25,2,1,1161,3,52,2,2,4,5731,17171,7,0,13,3,3,2,9,2,3,6,2,1,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
833,27,0,1,199,6,3,1,1162,4,55,2,1,3,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
834,34,0,1,1400,9,1,1,1163,2,70,3,2,3,5714,5829,1,0,20,4,1,0,6,3,2,6,5,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
835,35,0,1,528,8,4,1,1164,3,100,3,1,3,4323,7108,1,0,17,3,2,0,6,2,1,5,4,1,4,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
836,29,1,1,408,23,1,1,1165,4,45,2,3,1,7336,11162,1,0,13,3,1,1,11,3,1,11,8,3,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
837,40,0,2,593,9,4,1,1166,2,88,3,3,3,13499,13782,9,0,17,3,3,0,20,3,2,18,7,2,13,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
838,42,1,2,481,12,3,1,1167,3,44,3,4,1,13758,2447,0,1,12,3,2,0,22,2,2,21,9,13,14,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
839,42,0,1,647,4,4,1,1171,2,45,3,2,1,5155,2253,7,0,13,3,4,0,9,3,4,6,4,1,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
840,35,0,1,982,1,4,1,1172,4,58,2,1,3,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
841,24,0,1,477,24,3,1,1173,4,49,3,1,2,3597,6409,8,0,22,4,4,0,6,2,3,4,3,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
842,28,1,1,1485,12,1,1,1175,3,79,3,1,4,2515,22955,1,1,11,3,4,0,1,4,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
843,26,0,1,1384,3,4,1,1177,1,82,4,1,4,4420,13421,1,0,22,4,2,1,8,2,3,8,7,0,7,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
844,30,0,1,852,10,3,1,1179,3,72,2,2,3,6578,2706,1,0,18,3,1,1,10,3,3,10,3,1,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
845,40,0,2,902,26,2,1,1180,3,92,2,2,4,4422,21203,3,1,13,3,4,1,16,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
846,35,0,1,819,2,3,1,1182,3,44,2,3,2,10274,19588,2,0,18,3,2,1,15,2,4,7,7,6,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
847,34,0,2,669,1,3,1,1184,4,97,2,2,1,5343,25755,0,0,20,4,3,0,14,3,3,13,9,4,9,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
848,35,0,2,636,4,4,1,1185,4,47,2,1,4,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
849,43,1,1,1372,9,3,1,1188,1,85,1,2,3,5346,9489,8,0,13,3,2,0,7,2,2,4,3,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
850,32,0,0,862,2,1,1,1190,3,76,3,1,1,2827,14947,1,0,12,3,3,3,1,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
851,56,0,1,718,4,4,1,1191,4,92,3,5,1,19943,18575,4,0,13,3,4,1,28,2,3,5,2,4,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
852,29,0,1,1401,6,1,1,1192,2,54,3,1,4,3131,26342,1,0,13,3,1,1,10,5,3,10,8,0,8,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
853,19,0,1,645,9,2,1,1193,3,54,3,1,1,2552,7172,1,0,25,4,3,0,1,4,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
854,45,0,1,1457,7,3,1,1195,1,83,3,1,3,4477,20100,4,1,19,3,3,1,7,2,2,3,2,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
855,37,0,1,977,1,3,1,1196,4,56,2,2,4,6474,9961,1,0,13,3,2,1,14,2,2,14,8,3,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
856,20,0,1,805,3,3,1,1198,1,87,2,1,3,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
857,44,1,1,1097,10,4,1,1200,3,96,3,1,3,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
858,53,0,1,1223,7,2,1,1201,4,50,3,5,3,18606,18640,3,0,18,3,2,1,26,6,3,7,7,4,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
859,29,0,1,942,15,1,1,1202,2,69,1,1,4,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
860,22,1,2,1256,3,4,1,1203,3,48,2,1,4,2853,4223,0,1,11,3,2,1,1,5,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
861,46,0,1,1402,2,3,1,1204,3,69,3,4,1,17048,24097,8,0,23,4,1,0,28,2,3,26,15,15,9,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
