,Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Attrition
1568,36.412106195169265,1.0,1342.052637035699,10.733415926569059,4.587893804830738,1.0,1700.0315043864591,2.206053097584631,92.90920353623054,2.206053097584631,2.0,1.206053097584631,5870.458088189257,8450.916636927446,4.793946902415369,0.7939469024153689,12.587893804830738,3.0,1.793946902415369,80.0,2.793946902415369,14.14552212173832,2.793946902415369,3.0,2.6181592927538935,2.0,1.793946902415369,2.412106195169262,0.0,0.20605309758463108,0.7939469024153689,0.0,0.0,0.7939469024153689,0.20605309758463108,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20605309758463108,0.0,0.0,0.7939469024153689,0.0,0.7939469024153689,0.20605309758463108,0.0,1
1569,56.079309945459784,1.9039654972729891,755.358787771888,2.288103508181033,1.0,1.0,929.4281058245143,3.9519827486364947,58.10439678136063,2.0480172513635053,1.0,3.9519827486364947,2357.1437883509716,13392.258967234522,8.615861989091957,0.9519827486364946,13.903965497272988,3.0,4.0,80.0,0.9519827486364946,2.8559482459094836,2.8559482459094836,2.0480172513635053,0.9519827486364946,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9519827486364946,0.0,0.04801725136350543,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9519827486364946,0.0,0.04801725136350543,1
1570,28.93802346226031,1.9887315385927837,457.80554309083504,23.90985230874227,1.9943657692963919,1.0,1863.988427739031,3.994365769296392,73.03943961492526,2.005634230703608,1.0,3.994365769296392,2435.9856865735696,14746.25582584778,1.0,0.9943657692963919,23.9323892315567,3.994365769296392,2.0112684614072163,80.0,0.0,0.9943657692963919,2.9830973078891754,2.005634230703608,0.9943657692963919,0.0,0.9943657692963919,0.0,0.0,1.0,0.0,0.0,0.9943657692963919,0.0,0.005634230703608134,0.0,0.0,0.0,1.0,0.0,0.0,0.005634230703608134,0.0,0.0,0.0,0.9943657692963919,0.0,0.0,0.0,0.0,1.0,1
1571,53.92204236000644,1.1796596066655938,622.666331325552,6.671149773305441,1.1796596066655938,1.0,945.8432526527133,2.6406807866688125,47.779576399935635,2.8203403933344062,2.0,3.4610211800032182,5002.61818456094,21732.97459153872,3.8203403933344062,0.0,16.718638426662377,3.1796596066655938,2.6406807866688125,80.0,0.0,13.43727685332475,2.8203403933344062,2.1796596066655938,8.101701966672032,6.281361573337625,5.9220423600064365,3.0,0.0,0.17965960666559389,0.8203403933344061,0.0,0.17965960666559389,0.0,0.8203403933344061,0.0,0.0,0.0,1.0,0.0,0.0,0.17965960666559389,0.0,0.0,0.0,0.0,0.8203403933344061,0.0,0.0,0.0,1.0,1
1572,34.41360854333593,1.0,927.7316449308646,21.725153011652388,4.206804271667965,1.0,1539.4602422869834,1.206804271667965,51.58103921340603,2.0,2.0,1.793195728332035,4916.444557010326,7989.336001016094,1.0340213583398246,1.0,20.93195728332035,3.793195728332035,2.793195728332035,80.0,0.6204128150038947,16.0,2.206804271667965,3.793195728332035,12.311544468316455,7.552370098324246,8.34556582665628,8.34556582665628,0.0,0.0,1.0,0.0,0.0,0.2068042716679649,0.7931957283320351,0.0,0.0,0.7931957283320351,0.2068042716679649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2068042716679649,0.0,0.7931957283320351,1
1573,30.40740403697477,1.9461276397249794,297.4107198710463,27.653190993124483,2.0538723602750206,1.0,387.59277796638753,2.8922552794499587,71.70034068357526,2.0538723602750206,1.0,1.9461276397249794,3451.7405857008393,11725.050920532929,0.053872360275020736,0.0,11.430978882200165,3.0,2.0,80.0,0.0,5.730638198624896,2.0,3.9461276397249794,4.7845105588999175,3.784510558899917,0.9461276397249793,3.784510558899917,0.0,1.0,0.0,0.0,0.0,0.0,0.9461276397249793,0.0,0.053872360275020736,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1574,33.87791997343301,0.12208002656699413,1347.533516851811,18.81687996014951,2.8779199734330057,1.0,473.3722337700399,1.0610400132834972,67.30520006641748,3.816879960149509,1.9389599867165028,3.816879960149509,5219.459581602357,4653.770160385221,7.572719907015521,1.0,13.549360119551473,3.061040013283497,2.0,80.0,0.0,9.061040013283497,3.1220800265669943,2.061040013283497,5.305200066417485,2.0,0.3662400797009824,4.1831200398504915,0.0,0.06104001328349706,0.9389599867165029,0.0,0.06104001328349706,0.9389599867165029,0.0,0.0,0.0,0.06104001328349706,0.9389599867165029,0.0,0.0,0.0,0.0,0.0,0.0,0.06104001328349706,0.9389599867165029,0.0,0.0,0.0,1.0,1
1575,25.176020113376573,1.0,474.98256945201325,20.9787404157141,3.0,1.0,663.1989943311713,3.0,63.66539032123362,1.1373299811039046,1.0,3.8626700188960954,2299.350325593244,23053.559891938366,1.0,0.8626700188960955,17.313350094480477,3.0,2.274659962207809,80.0,0.0,1.1373299811039046,3.0,1.1373299811039046,1.1373299811039046,0.27465996220780897,0.0,0.27465996220780897,0.0,0.8626700188960955,0.13732998110390449,0.0,0.0,0.0,0.13732998110390449,0.0,0.8626700188960955,0.13732998110390449,0.8626700188960955,0.0,0.0,0.8626700188960955,0.0,0.0,0.0,0.0,0.0,0.13732998110390449,0.0,0.0,1.0,1
1576,31.670207435144025,1.0,399.9160237494669,18.659585129711953,3.0,1.0,390.8067941163758,1.6648962824279878,70.32979256485598,1.6702074351440241,2.0,2.3297925648559756,4815.354343942589,25364.043290506288,3.6702074351440244,0.6648962824279879,12.340414870288049,3.0,3.0,80.0,0.6648962824279879,4.670207435144024,2.335103717572012,3.0,2.335103717572012,2.0,1.3297925648559759,2.0,0.0,0.0,1.0,0.0,0.6648962824279879,0.33510371757201207,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6648962824279879,0.33510371757201207,1
1577,42.91731399266432,1.0,365.7100982855634,12.429766962640844,3.396692559706573,1.0,1600.116361236784,1.7933851194131456,65.66945624616197,2.603307440293427,3.0,1.0,9136.824056216292,10858.013332793393,3.983462798532864,1.0,17.619844641760565,3.603307440293427,3.396692559706573,80.0,0.0,18.933851194131456,1.2066148805868544,2.0,3.9669255970657282,3.570233037359155,1.9834627985328641,3.570233037359155,0.0,0.3966925597065728,0.6033074402934272,0.0,0.6033074402934272,0.0,0.3966925597065728,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3966925597065728,0.0,0.0,0.6033074402934272,0.0,0.0,0.3966925597065728,0.6033074402934272,1
1578,21.198889174832726,2.0,874.197037799554,5.80018513752788,2.8001851375278792,1.0,279.06836721767775,3.8001851375278792,70.39592697438665,2.0,1.0,3.8001851375278792,2814.1036770156124,20005.793571656413,1.0,1.0,17.20074055011152,3.0,1.8001851375278792,80.0,0.19981486247212066,2.3987040373048445,4.400555412583638,3.0,2.3987040373048445,1.3987040373048445,1.0,1.3987040373048445,0.0,1.0,0.0,0.0,0.8001851375278793,0.0,0.19981486247212066,0.0,0.0,1.0,0.0,0.0,0.0,0.8001851375278793,0.0,0.0,0.0,0.19981486247212066,0.0,0.0,0.0,0.19981486247212066,0.8001851375278793,1
1579,24.309746638825118,1.6408544467645736,627.1375064720066,14.746328851766823,3.359145553235426,1.0,1017.3818381629192,2.9225633402937206,65.85180325676907,3.0,1.0,4.0,2492.5167011271215,17496.26704367393,1.0,1.0,17.591455532354264,3.359145553235426,2.359145553235426,80.0,0.0,1.6408544467645736,2.640854446764574,2.281708893529147,1.6408544467645736,1.2817088935291472,0.0,1.6408544467645736,0.0,0.3591455532354264,0.6408544467645736,0.0,0.3591455532354264,0.6408544467645736,0.0,0.0,0.0,0.6408544467645736,0.3591455532354264,0.0,0.0,0.3591455532354264,0.0,0.0,0.0,0.0,0.0,0.6408544467645736,0.0,0.0,1.0,1
1580,31.0,1.0,265.06749341928236,9.173825860598985,4.0,1.0,406.1944065683972,2.396728232574873,80.3640105583236,1.396728232574873,2.0,3.0,6173.388548814012,20802.079788979405,3.40490765113769,1.0,17.40490765113769,3.0,2.396728232574873,80.0,0.3967282325748731,11.603271767425127,3.0,2.0,7.59509234886231,6.0081794185628175,6.801635883712564,7.0,0.0,0.19836411628743655,0.8016358837125634,0.0,0.8016358837125634,0.0,0.19836411628743655,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19836411628743655,0.0,0.0,0.8016358837125634,0.0,0.0,1.0,0.0,1
1581,22.032689374397165,1.0,392.17681747829795,7.0,1.0653787487943305,1.0,1872.246670106099,3.9673106256028348,75.78454498553197,3.0,1.0,2.0653787487943305,2465.5601932437585,26059.670208721203,1.0,1.0,22.93462125120567,4.0,1.0326893743971652,80.0,0.03268937439716524,1.0653787487943305,2.0,3.0,1.0653787487943305,0.06537874879433048,0.0,0.06537874879433048,0.0,0.9673106256028348,0.03268937439716524,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9673106256028348,0.0,0.03268937439716524,0.03268937439716524,0.0,0.9673106256028348,1
1582,29.800521297499184,1.8005212974991855,291.51103636732654,26.199478702500816,3.8005212974991855,1.0,295.80834075998695,2.8005212974991855,48.60886205748616,2.1994787025008145,2.1994787025008145,1.598436107502443,6884.108416458268,23277.78781849627,4.202085189996742,0.0,16.3963509175057,3.1994787025008145,3.1994787025008145,80.0,0.598436107502443,9.199478702500814,4.601042594998371,2.0,6.797914810003258,3.1994787025008145,0.19947870250081434,2.5958296200065147,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19947870250081434,0.8005212974991857,1
1583,18.096239602295235,1.967920132568255,1309.8816639592412,5.4170382766126846,2.93584026513651,1.0,623.9126790364091,2.06415973486349,68.87168053027303,3.0,1.0,2.06415973486349,1904.1450919568722,8085.016772487145,1.0,0.967920132568255,14.160399337158724,3.0,3.9037603977047652,80.0,0.0,0.03207986743174496,3.0,2.967920132568255,0.03207986743174496,0.0,0.0,0.0,0.0,0.03207986743174496,0.967920132568255,0.0,0.0,0.967920132568255,0.0,0.03207986743174496,0.0,0.03207986743174496,0.967920132568255,0.0,0.0,0.0,0.0,0.0,0.0,0.03207986743174496,0.0,0.967920132568255,0.0,0.0,1.0,1
1584,30.455981060860776,1.0911962121721555,870.6750870796934,10.459139394754486,3.0911962121721555,1.0,1785.2597688887054,2.182392424344311,89.6383734852051,3.0,1.0,3.817607575655689,1166.8156356539982,16073.079353818088,1.0,0.09119621217215534,13.547177273032933,3.0,2.817607575655689,80.0,0.09119621217215534,1.8207659095493982,3.0,2.0,1.8207659095493982,0.1823924243443107,0.6383734852050874,0.7295696973772428,0.0,0.09119621217215534,0.9088037878278447,0.0,0.09119621217215534,0.0,0.9088037878278447,0.0,0.0,0.09119621217215534,0.9088037878278447,0.0,0.0,0.0,0.0,0.0,0.0,0.09119621217215534,0.0,0.9088037878278447,0.09119621217215534,0.0,0.9088037878278447,1
1585,25.202781728815616,1.0,616.1556117701134,4.737351386067001,2.1336424143128463,1.0,733.2305990169717,1.0,65.53456965725138,3.0,2.0,2.7327151713743074,4676.830883491696,25015.13223744672,8.465430342748615,0.0,14.133642414312845,3.0,1.2672848286256924,80.0,0.0,4.267284828625693,3.0,3.0,2.1336424143128463,2.0,1.7327151713743076,0.26728482862569236,0.0,0.0,1.0,0.0,0.8663575856871538,0.13364241431284618,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1586,48.10748037245864,1.778503925508272,1079.0457473070212,8.114015702033088,3.0,1.0,1628.066058426784,2.778503925508272,78.0130706591489,1.442992148983456,3.778503925508272,2.778503925508272,11941.48262553214,23581.465324086756,7.442992148983456,0.22149607449172803,12.771968595933824,3.0,3.0,80.0,0.0,21.67755888262408,2.778503925508272,1.221496074491728,19.67755888262408,5.442992148983456,12.449527478557904,9.335511776524816,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.778503925508272,0.22149607449172803,1
1587,29.52343205240269,1.5234320524026885,232.49102716177268,26.47656794759731,3.5234320524026885,1.0,291.37491283844304,2.5234320524026885,43.898344890845706,2.4765679475973115,2.4765679475973115,2.429703842791934,7145.403574584265,23709.492862356612,3.0937282096107546,0.0,18.335975633181178,3.4765679475973115,3.4765679475973115,80.0,1.429703842791934,9.476567947597312,4.046864104805377,2.0,7.906271790389246,3.4765679475973115,0.47656794759731136,4.812543580778491,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.47656794759731136,0.5234320524026886,1
1588,25.394847642768667,1.8113973531795184,1269.767993217895,3.754410587281926,3.8113973531795184,1.0,1287.1167804819347,2.622794706359037,52.71506617051203,2.1886026468204816,1.0,3.4341920595385558,2723.429981634329,4056.2752602106943,0.5658079404614442,1.0,11.565807940461443,3.0,2.0,80.0,0.8113973531795186,2.6974238213843327,4.622794706359037,2.622794706359037,0.7544105872819258,0.3772052936409629,0.0,0.5658079404614442,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18860264682048145,0.0,0.0,0.0,0.8113973531795186,0.0,0.0,0.0,0.8113973531795186,0.18860264682048145,1
1589,46.38473371358743,1.9676175638730227,1105.3700906005054,9.12952974450791,2.9676175638730227,1.0,1723.026988639554,3.0323824361269773,82.06476487225396,1.0647648722539549,3.9352351277460453,3.0,12836.197331856656,24137.705461864894,6.870470255492091,0.03238243612697744,11.0,3.0,3.0323824361269773,80.0,0.0,24.38473371358743,2.9028526916190676,1.0647648722539549,22.319968841333473,4.8380878193651125,13.61141076647627,9.740940510984181,0.0,0.0,1.0,0.0,0.9676175638730226,0.03238243612697744,0.0,0.0,0.0,0.03238243612697744,0.9676175638730226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9676175638730226,0.03238243612697744,1
1590,32.54369668533448,1.8110535911795758,349.9336198669738,21.787911050052788,3.4331607735387273,1.0,1051.4296607560227,3.8110535911795758,92.78791105005278,3.0,1.0,1.8110535911795758,2093.0438497164796,16496.17585139308,1.0,1.0,18.62210718235915,3.0,1.3778928176408485,80.0,0.8110535911795758,8.299482320616182,3.5668392264612727,2.1889464088204242,8.299482320616182,1.6221071823591515,5.67737513825703,6.488428729436606,0.0,1.0,0.0,0.0,0.8110535911795758,0.0,0.18894640882042424,0.0,0.0,1.0,0.0,0.0,0.0,0.18894640882042424,0.0,0.0,0.0,0.8110535911795758,0.0,0.0,0.8110535911795758,0.18894640882042424,0.0,1
1591,41.23501569815531,1.0,1194.172974876839,10.529442700204966,2.4705572997950345,1.0,1426.3859026286486,1.9411145995900687,62.411671899385105,1.9411145995900687,2.4705572997950345,2.0,5970.803869580002,14207.423241776043,5.0,0.0,17.823343798770207,3.4705572997950345,1.9411145995900687,80.0,1.411671899385103,14.529442700204966,2.0,1.9411145995900687,4.29390109856524,3.2939010985652404,0.0,3.2939010985652404,0.0,0.5294427002049656,0.47055729979503436,0.0,0.47055729979503436,0.0,0.5294427002049656,0.0,0.0,1.0,0.0,0.5294427002049656,0.0,0.0,0.0,0.0,0.0,0.0,0.47055729979503436,0.0,0.0,1.0,0.0,1
1592,36.84415485004013,1.0,1045.9056342192875,6.850057495516555,2.8323495590872616,1.0,1220.8759678980846,4.0,82.64699118174522,3.0,2.8323495590872616,1.1676504409127384,9472.021310761244,10418.334074424583,0.670601763650954,0.8323495590872615,22.0,4.0,1.5029513227382156,80.0,0.1676504409127385,9.670601763650954,2.0,3.1676504409127384,8.16765044091274,7.0,3.8323495590872616,7.0,0.0,0.1676504409127385,0.8323495590872615,0.0,0.0,0.0,0.1676504409127385,0.0,0.8323495590872615,0.1676504409127385,0.8323495590872615,0.1676504409127385,0.0,0.0,0.0,0.0,0.0,0.0,0.8323495590872615,0.0,0.0,0.1676504409127385,0.8323495590872615,1
1593,41.44526696489547,0.8905339297909356,918.0222080521776,11.23373750853655,2.4452669648954677,1.0,1006.0677300778757,1.8905339297909356,78.07985533397222,2.8905339297909354,1.0,1.8905339297909356,2397.314061111845,20325.504488437367,6.0,0.4452669648954678,14.77366517552266,3.0,2.3358008946864035,80.0,0.5547330351045322,5.890533929790935,2.0,1.8905339297909356,1.4452669648954677,0.8905339297909356,0.8905339297909356,0.8905339297909356,0.0,1.0,0.0,0.0,0.5547330351045322,0.0,0.4452669648954678,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1594,53.2890819062073,1.0,463.2295316497174,2.0,1.8593879374715356,1.0,930.1468138473223,2.2890819062073033,66.02357334345112,1.8593879374715356,5.0,2.7109180937926967,19851.015715562302,23849.212127284885,2.7187758749430713,0.4296939687357678,14.140612062528465,3.0,4.0,80.0,1.0,29.13275428137809,2.570306031264232,3.0,20.39826284413427,8.843672375170787,3.851530156321161,6.851530156321161,0.0,0.4296939687357678,0.5703060312642322,0.0,0.0,0.5703060312642322,0.4296939687357678,0.0,0.0,0.5703060312642322,0.4296939687357678,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1595,30.645577512515864,1.6455775125158634,765.52945152059,3.835379899873092,3.6455775125158634,1.0,1586.1356968803773,2.0,63.822477011881325,1.708844974968273,1.0,3.3544224874841366,1260.4705484794101,16106.152964189641,1.0,0.0,12.354422487484136,3.0,2.3544224874841366,80.0,0.0,1.0,3.0,2.6455775125158634,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6455775125158635,0.0,0.3544224874841365,0.0,0.0,0.6455775125158635,0.3544224874841365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1596,41.7408177887521,1.1255101228471054,860.5724971516665,2.874489877152895,3.0,1.0,1297.8571656028105,1.0,84.98367606889263,3.0,1.0,1.0,2321.8367606889265,14753.97035316749,4.25102024569421,0.1255101228471054,12.25102024569421,3.0,2.874489877152895,80.0,0.1255101228471054,9.49795950861158,3.7489797543057892,3.874489877152895,3.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8744898771528946,0.0,0.0,0.0,0.1255101228471054,0.0,0.0,0.0,1.0,0.0,1
1597,27.9749005443624,0.4321570650910861,293.94507881634684,14.61804184618412,1.567842934908914,1.0,1303.4495580608552,3.432157065091086,51.18588478109304,1.567842934908914,1.0,1.8643141301821722,1989.9676881402281,10867.814373210042,0.4321570650910861,0.5678429349089139,17.246272283998053,3.567842934908914,1.8643141301821722,80.0,0.4321570650910861,2.7035288047267416,0.8643141301821722,3.0,2.135685869817828,1.1356858698178278,0.5678429349089139,1.1356858698178278,0.4321570650910861,0.5678429349089139,0.0,0.4321570650910861,0.0,0.0,0.5678429349089139,0.0,0.0,0.0,1.0,0.0,0.4321570650910861,0.0,0.0,0.0,0.0,0.5678429349089139,0.0,0.0,0.0,0.4321570650910861,0.5678429349089139,1
1598,23.599343501039844,1.2000937855657368,802.3697072622671,15.798499430948212,2.0,1.0,1086.4630239001751,2.7999062144342632,42.80318870923505,2.2000937855657368,1.0,2.4001875711314735,2244.120844982518,18722.36454905615,1.0,1.0,16.79943728660558,3.0,3.0,80.0,2.3997186433027897,0.7999062144342632,2.0,3.2000937855657368,0.7999062144342632,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7999062144342632,0.20009378556573676,0.0,0.0,0.20009378556573676,0.7999062144342632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7999062144342632,0.20009378556573676,1
1599,23.307083627458294,1.7051620206967615,1280.054257821315,6.179351917212954,3.2948379793032387,1.0,440.930106148999,2.2948379793032387,72.8328937309421,2.7051620206967613,1.0,1.7051620206967615,2328.807270354652,7742.638848207625,2.7690278758194307,0.7051620206967615,16.65354181372915,3.2948379793032387,3.410324041393523,80.0,0.0,2.9483797930323856,3.2948379793032387,3.0,1.4741898965161928,0.8845139379097153,0.0,0.8845139379097153,0.0,0.0,1.0,0.0,0.2948379793032385,0.7051620206967615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1600,31.857571273112654,1.571214363443672,915.8785244894913,7.431784548344919,4.142428726887344,1.0,1587.2069053303421,2.142428726887344,88.85157344953548,3.571214363443672,3.0,1.571214363443672,7925.382341669974,9428.820124041897,1.428785636556328,0.42878563655632795,14.859070729006952,3.428785636556328,1.857571273112656,80.0,0.0,10.428785636556327,2.0,2.571214363443672,5.71214363443672,4.569714907549376,2.284857453774688,3.9985005441057044,0.0,0.571214363443672,0.42878563655632795,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.571214363443672,0.0,0.0,0.42878563655632795,0.0,0.0,0.0,1.0,1
1601,19.171773478260945,2.0,675.8245163043562,6.515320434782833,2.585886739130472,1.0,1303.5199536956318,3.171773478260944,60.62581217391245,3.0,1.0,4.0,2010.758601304376,17708.147611956476,1.0,1.0,13.171773478260944,3.0,2.414113260869528,80.0,0.0,1.1717734782609441,2.585886739130472,3.414113260869528,1.1717734782609441,1.1717734782609441,0.0,1.1717734782609441,0.0,0.0,1.0,0.0,0.0,0.5858867391304721,0.41411326086952793,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1602,29.54555869382705,1.5455586938270518,651.5897051654808,14.726647837037689,2.6366760814811556,1.0,496.6710450444083,2.4544413061729484,79.45329567407538,2.0,1.0,2.3633239185188444,2194.7811049975694,14693.130681330918,1.0,0.4544413061729482,15.727793469135259,3.0,3.0,80.0,0.5455586938270518,2.3633239185188444,2.4544413061729484,3.0911173876541036,2.3633239185188444,1.3633239185188446,0.0,0.4544413061729482,0.0,0.4544413061729482,0.5455586938270518,0.0,0.5455586938270518,0.0,0.4544413061729482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4544413061729482,0.0,0.5455586938270518,0.0,0.5455586938270518,0.4544413061729482,1
1603,50.85918739248801,1.0,727.1168454966737,7.9503994518473045,3.9503994518473045,1.0,475.9540747002342,2.9503994518473045,82.71837478497602,2.0496005481526955,1.9503994518473047,2.0496005481526955,4861.539921859382,17724.084546753456,2.0496005481526955,0.04960054815269532,14.900798903694609,3.0,1.0,80.0,0.09920109630539065,10.950399451847305,2.9503994518473045,2.0496005481526955,7.9503994518473045,2.248002740763477,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9503994518473047,0.0,0.04960054815269532,0.04960054815269532,0.9503994518473047,0.0,0.0,0.04960054815269532,0.0,0.0,0.0,0.9503994518473047,0.0,0.0,0.04960054815269532,0.9503994518473047,0.0,1
1604,41.28668324434217,1.5159268469078986,919.6302911659208,1.0,3.031853693815797,1.0,1893.9373225414486,1.5159268469078986,64.95561081447391,2.031853693815797,2.0,2.515926846907899,6731.388512071645,13234.57379328185,6.515926846907899,0.0,13.452219459276304,3.0,3.031853693815797,80.0,1.0318536938157972,11.031853693815798,2.515926846907899,3.0,3.0955610814473915,1.5477805407236958,0.0,0.5159268469078986,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5159268469078986,0.0,0.4840731530921014,1
1605,24.23280272321161,2.0,1120.8857591206151,2.5068789107153564,3.0,1.0,923.7702953436169,1.376719727678839,54.04127346429214,2.376719727678839,1.0,2.0,2325.5152355265936,7498.671035183276,1.0,0.3767197276788391,14.62328027232116,3.0,2.1301591830365174,80.0,1.2465605446423218,0.6232802723211609,2.376719727678839,3.0,0.6232802723211609,0.0,0.0,0.0,0.0,0.6232802723211609,0.3767197276788391,0.0,0.0,0.3767197276788391,0.6232802723211609,0.0,0.0,0.0,1.0,0.0,0.0,0.6232802723211609,0.0,0.0,0.0,0.0,0.0,0.3767197276788391,0.6232802723211609,0.0,0.3767197276788391,1
1606,28.177892555720426,1.0,978.0751028454514,2.273007674591398,3.726992325408602,1.0,1340.6391228008706,3.726992325408602,83.80668534175268,3.0,1.0,2.273007674591398,1400.3712072139676,24956.015924019324,1.0,0.0,12.273007674591398,3.0,1.5460153491827962,80.0,0.0,0.7269923254086019,2.0,3.0,0.7269923254086019,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1607,19.48418212719692,1.0806970211994869,326.8863182750481,3.77533446638871,2.8386059576010263,1.0,326.1179318354714,2.080697021199487,49.098122551186655,1.9193029788005131,1.0,4.0,1103.2911523391917,9144.082877539417,1.0,0.08069702119948674,21.354423830404105,3.919302978800513,3.080697021199487,80.0,0.0,1.0,3.080697021199487,2.080697021199487,1.0,0.0,1.0,0.0,0.0,0.9193029788005133,0.08069702119948674,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9193029788005133,0.0,0.0,0.0,0.0,0.0,0.08069702119948674,0.0,0.0,1.0,1
1608,30.860215575816316,1.0,1167.5268255997462,6.564514954413292,3.430107787908157,1.0,758.8815061274029,4.0,46.817197514387914,1.5698922120918428,2.7150538939540785,3.7150538939540785,10244.419426098926,25111.032579127033,1.5698922120918428,0.2849461060459214,11.0,3.0,3.2849461060459215,80.0,0.0,11.720431151632628,1.4301077879081572,2.2849461060459215,10.580646727448944,5.720431151632629,7.00537725767855,6.290323363724472,0.0,0.0,1.0,0.0,0.0,0.2849461060459214,0.7150538939540786,0.0,0.0,0.2849461060459214,0.7150538939540786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7150538939540786,0.2849461060459214,1
1609,46.59699396044586,1.8283567114604182,1352.7899785598179,25.768637248985435,2.0,1.0,1458.6197399214059,1.0,90.4775550354959,1.8283567114604182,2.0,1.514929865618745,4482.419641551756,22604.954307413776,3.514929865618745,0.17164328853958177,18.97014026876251,3.828356711460418,1.514929865618745,80.0,0.34328657707916355,17.768637248985435,2.0,2.828356711460418,3.6567134229208365,2.828356711460418,1.1716432885395818,2.828356711460418,0.0,0.8283567114604182,0.17164328853958177,0.0,0.8283567114604182,0.0,0.17164328853958177,0.0,0.0,0.0,1.0,0.0,0.0,0.8283567114604182,0.0,0.0,0.0,0.0,0.17164328853958177,0.0,0.17164328853958177,0.0,0.8283567114604182,1
